gadm_name,year,dengue_total,n_months,source
Vĩnh Long,2004,1080,12,OpenDengue
Vĩnh Long,2005,1194,12,OpenDengue
Vĩnh Long,2006,984,12,OpenDengue
Vĩnh Long,2007,2672,12,OpenDengue
Vĩnh Long,2008,1301,12,OpenDengue
Vĩnh Long,2009,1863,12,OpenDengue
Vĩnh Long,2010,452,12,OpenDengue
Vĩnh Long,2011,1064,12,GDPM
Vĩnh Long,2012,1549,12,GDPM
Vĩnh Long,2013,674,12,GDPM
Vĩnh Long,2014,410,12,GDPM
Vĩnh Long,2015,600,12,GDPM
Vĩnh Long,2016,990,12,GDPM
Vĩnh Long,2017,1610,12,GDPM
Vĩnh Phúc,1994,86,10,OpenDengue
Vĩnh Phúc,1995,20,12,OpenDengue
Vĩnh Phúc,1996,4,12,OpenDengue
Vĩnh Phúc,1997,13,12,OpenDengue
Vĩnh Phúc,1998,235,12,OpenDengue
Vĩnh Phúc,1999,0,12,OpenDengue
Vĩnh Phúc,2000,12,12,OpenDengue
Vĩnh Phúc,2001,9,12,OpenDengue
Vĩnh Phúc,2002,0,12,OpenDengue
Vĩnh Phúc,2003,47,12,OpenDengue
Vĩnh Phúc,2004,22,12,OpenDengue
Vĩnh Phúc,2005,19,12,OpenDengue
Vĩnh Phúc,2006,22,12,OpenDengue
Vĩnh Phúc,2007,18,12,OpenDengue
Vĩnh Phúc,2008,8,12,OpenDengue
Vĩnh Phúc,2009,55,12,OpenDengue
Vĩnh Phúc,2010,0,12,OpenDengue
Vĩnh Phúc,2011,54,12,GDPM
Vĩnh Phúc,2012,3,12,GDPM
Vĩnh Phúc,2013,38,12,GDPM
Vĩnh Phúc,2014,31,12,GDPM
Vĩnh Phúc,2015,87,12,GDPM
Vĩnh Phúc,2016,27,12,GDPM
Vĩnh Phúc,2017,712,12,GDPM
Yên Bái,1994,0,10,OpenDengue
Yên Bái,1995,0,12,OpenDengue
Yên Bái,1996,0,12,OpenDengue
Yên Bái,1997,0,11,OpenDengue
Yên Bái,1998,1,12,OpenDengue
Yên Bái,1999,0,12,OpenDengue
Yên Bái,2000,0,12,OpenDengue
Yên Bái,2001,0,12,OpenDengue
Yên Bái,2002,0,12,OpenDengue
Yên Bái,2003,0,12,OpenDengue
Yên Bái,2004,0,12,OpenDengue
Yên Bái,2005,0,12,OpenDengue
Yên Bái,2006,1,12,OpenDengue
Yên Bái,2007,1,12,OpenDengue
Yên Bái,2008,0,12,OpenDengue
Yên Bái,2009,0,12,OpenDengue
Yên Bái,2010,0,12,OpenDengue
Yên Bái,2011,5,12,GDPM
Yên Bái,2012,0,12,GDPM
Yên Bái,2013,1,12,GDPM
Yên Bái,2014,1,12,GDPM
Yên Bái,2015,8,12,GDPM
Yên Bái,2016,10,12,GDPM
Yên Bái,2017,283,12,GDPM
Điện Biên,2004,0,12,OpenDengue
Điện Biên,2005,5,12,OpenDengue
Điện Biên,2006,0,12,OpenDengue
Điện Biên,2007,0,12,OpenDengue
Điện Biên,2008,0,12,OpenDengue
Điện Biên,2009,0,12,OpenDengue
Điện Biên,2010,0,12,OpenDengue
Điện Biên,2011,0,12,GDPM
Điện Biên,2012,0,12,GDPM
Điện Biên,2013,1,12,GDPM
Điện Biên,2014,0,12,GDPM
Điện Biên,2015,0,12,GDPM
Điện Biên,2016,0,12,GDPM
Điện Biên,2017,155,12,GDPM
Đà Nẵng,1997,2095,12,OpenDengue
Đà Nẵng,1998,3986,12,OpenDengue
Đà Nẵng,1999,220,12,OpenDengue
Đà Nẵng,2000,5,12,OpenDengue
Đà Nẵng,2001,141,12,OpenDengue
Đà Nẵng,2002,667,12,OpenDengue
Đà Nẵng,2003,976,12,OpenDengue
Đà Nẵng,2004,625,12,OpenDengue
Đà Nẵng,2005,68,12,OpenDengue
Đà Nẵng,2006,558,12,OpenDengue
Đà Nẵng,2007,668,12,OpenDengue
Đà Nẵng,2008,647,12,OpenDengue
Đà Nẵng,2009,1662,12,OpenDengue
Đà Nẵng,2010,4464,12,OpenDengue
Đà Nẵng,2011,147,12,GDPM
Đà Nẵng,2012,1310,12,GDPM
Đà Nẵng,2013,2083,12,GDPM
Đà Nẵng,2014,291,12,GDPM
Đà Nẵng,2015,2474,12,GDPM
Đà Nẵng,2016,5221,12,GDPM
Đà Nẵng,2017,7136,12,GDPM
Đắk Lắk,1994,249,10,OpenDengue
Đắk Lắk,1995,2060,12,OpenDengue
Đắk Lắk,1996,1169,12,OpenDengue
Đắk Lắk,1997,1011,12,OpenDengue
Đắk Lắk,1998,9377,12,OpenDengue
Đắk Lắk,1999,489,12,OpenDengue
Đắk Lắk,2000,256,12,OpenDengue
Đắk Lắk,2001,578,12,OpenDengue
Đắk Lắk,2002,714,12,OpenDengue
Đắk Lắk,2003,665,12,OpenDengue
Đắk Lắk,2004,2483,12,OpenDengue
Đắk Lắk,2005,297,12,OpenDengue
Đắk Lắk,2006,128,12,OpenDengue
Đắk Lắk,2007,156,12,OpenDengue
Đắk Lắk,2008,417,12,OpenDengue
Đắk Lắk,2009,771,12,OpenDengue
Đắk Lắk,2010,6443,12,OpenDengue
Đắk Lắk,2011,225,12,GDPM
Đắk Lắk,2012,900,12,GDPM
Đắk Lắk,2013,4940,12,GDPM
Đắk Lắk,2014,366,12,GDPM
Đắk Lắk,2015,3010,12,GDPM
Đắk Lắk,2016,13234,12,GDPM
Đắk Lắk,2017,2222,12,GDPM
Đắk Nông,2004,1419,12,OpenDengue
Đắk Nông,2005,67,12,OpenDengue
Đắk Nông,2006,116,12,OpenDengue
Đắk Nông,2007,203,12,OpenDengue
Đắk Nông,2008,87,12,OpenDengue
Đắk Nông,2009,259,12,OpenDengue
Đắk Nông,2010,2216,12,OpenDengue
Đắk Nông,2011,139,12,GDPM
Đắk Nông,2012,306,12,GDPM
Đắk Nông,2013,618,12,GDPM
Đắk Nông,2014,133,12,GDPM
Đắk Nông,2015,491,12,GDPM
Đắk Nông,2016,2573,12,GDPM
Đắk Nông,2017,556,12,GDPM
Đồng Nai,1994,1450,11,OpenDengue
Đồng Nai,1995,5965,12,OpenDengue
Đồng Nai,1996,3840,12,OpenDengue
Đồng Nai,1997,3685,12,OpenDengue
Đồng Nai,1998,10753,12,OpenDengue
Đồng Nai,1999,726,12,OpenDengue
Đồng Nai,2000,294,12,OpenDengue
Đồng Nai,2001,1120,12,OpenDengue
Đồng Nai,2002,3235,12,OpenDengue
Đồng Nai,2003,1806,12,OpenDengue
Đồng Nai,2004,1790,12,OpenDengue
Đồng Nai,2005,1977,12,OpenDengue
Đồng Nai,2006,4025,12,OpenDengue
Đồng Nai,2007,4893,12,OpenDengue
Đồng Nai,2008,7173,12,OpenDengue
Đồng Nai,2009,4320,12,OpenDengue
Đồng Nai,2010,6827,12,OpenDengue
Đồng Nai,2011,5111,12,GDPM
Đồng Nai,2012,6107,12,GDPM
Đồng Nai,2013,4018,12,GDPM
Đồng Nai,2014,3259,12,GDPM
Đồng Nai,2015,7637,12,GDPM
Đồng Nai,2016,3180,12,GDPM
Đồng Nai,2017,5805,12,GDPM
Đồng Tháp,1994,1468,11,OpenDengue
Đồng Tháp,1995,2104,12,OpenDengue
Đồng Tháp,1996,2195,12,OpenDengue
Đồng Tháp,1997,3894,12,OpenDengue
Đồng Tháp,1998,6827,12,OpenDengue
Đồng Tháp,1999,2409,12,OpenDengue
Đồng Tháp,2000,1477,12,OpenDengue
Đồng Tháp,2001,4332,12,OpenDengue
Đồng Tháp,2002,1368,12,OpenDengue
Đồng Tháp,2003,3398,12,OpenDengue
Đồng Tháp,2004,4509,12,OpenDengue
Đồng Tháp,2005,7549,12,OpenDengue
Đồng Tháp,2006,7503,12,OpenDengue
Đồng Tháp,2007,13012,12,OpenDengue
Đồng Tháp,2008,2216,12,OpenDengue
Đồng Tháp,2009,4026,12,OpenDengue
Đồng Tháp,2010,4430,12,OpenDengue
Đồng Tháp,2011,2996,12,GDPM
Đồng Tháp,2012,4984,12,GDPM
Đồng Tháp,2013,1219,12,GDPM
Đồng Tháp,2014,838,12,GDPM
Đồng Tháp,2015,3091,12,GDPM
Đồng Tháp,2016,3524,12,GDPM
Đồng Tháp,2017,3266,12,GDPM
