adm_1_name,year,dengue_total,n_months,province_original,province_clean
AN GIANG,1994,2376,11,AN GIANG,AN GIANG
AN GIANG,1995,2290,12,AN GIANG,AN GIANG
AN GIANG,1996,2315,12,AN GIANG,AN GIANG
AN GIANG,1997,5876,12,AN GIANG,AN GIANG
AN GIANG,1998,9648,12,AN GIANG,AN GIANG
AN GIANG,1999,2716,12,AN GIANG,AN GIANG
AN GIANG,2000,3240,12,AN GIANG,AN GIANG
AN GIANG,2001,4027,12,AN GIANG,AN GIANG
AN GIANG,2002,1752,12,AN GIANG,AN GIANG
AN GIANG,2003,1818,12,AN GIANG,AN GIANG
AN GIANG,2004,5283,12,AN GIANG,AN GIANG
AN GIANG,2005,2847,12,AN GIANG,AN GIANG
AN GIANG,2006,2775,12,AN GIANG,AN GIANG
AN GIANG,2007,8833,12,AN GIANG,AN GIANG
AN GIANG,2008,2116,12,AN GIANG,AN GIANG
AN GIANG,2009,4150,12,AN GIANG,AN GIANG
AN GIANG,2010,5518,12,AN GIANG,AN GIANG
BA RIA-VUNG TAU,1995,4102,11,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,1996,1370,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,1997,584,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,1998,2270,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,1999,163,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2000,509,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2001,1678,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2002,680,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2003,751,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2004,911,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2005,341,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2006,1736,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2007,1318,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2008,2694,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2009,3158,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BA RIA-VUNG TAU,2010,758,12,BA RIA-VUNG TAU,BA RIA-VUNG TAU
BAC GIANG,1994,31,11,BAC GIANG,BAC GIANG
BAC GIANG,1995,145,12,BAC GIANG,BAC GIANG
BAC GIANG,1996,6,12,BAC GIANG,BAC GIANG
BAC GIANG,1997,5,12,BAC GIANG,BAC GIANG
BAC GIANG,1998,112,12,BAC GIANG,BAC GIANG
BAC GIANG,1999,19,12,BAC GIANG,BAC GIANG
BAC GIANG,2000,7,12,BAC GIANG,BAC GIANG
BAC GIANG,2001,21,12,BAC GIANG,BAC GIANG
BAC GIANG,2002,21,12,BAC GIANG,BAC GIANG
BAC GIANG,2003,1,12,BAC GIANG,BAC GIANG
BAC GIANG,2004,1,12,BAC GIANG,BAC GIANG
BAC GIANG,2005,0,12,BAC GIANG,BAC GIANG
BAC GIANG,2006,0,12,BAC GIANG,BAC GIANG
BAC GIANG,2007,0,12,BAC GIANG,BAC GIANG
BAC GIANG,2008,0,12,BAC GIANG,BAC GIANG
BAC GIANG,2009,425,12,BAC GIANG,BAC GIANG
BAC GIANG,2010,725,12,BAC GIANG,BAC GIANG
BAC KAN,1997,2,12,BAC KAN,BAC KAN
BAC KAN,1998,2,12,BAC KAN,BAC KAN
BAC KAN,1999,0,12,BAC KAN,BAC KAN
BAC KAN,2000,0,12,BAC KAN,BAC KAN
BAC KAN,2001,0,12,BAC KAN,BAC KAN
BAC KAN,2002,0,12,BAC KAN,BAC KAN
BAC KAN,2003,0,12,BAC KAN,BAC KAN
BAC KAN,2004,1,12,BAC KAN,BAC KAN
BAC KAN,2005,0,12,BAC KAN,BAC KAN
BAC KAN,2006,0,12,BAC KAN,BAC KAN
BAC KAN,2007,0,12,BAC KAN,BAC KAN
BAC KAN,2008,0,12,BAC KAN,BAC KAN
BAC KAN,2009,2,12,BAC KAN,BAC KAN
BAC KAN,2010,0,12,BAC KAN,BAC KAN
BAC LIEU,1997,2348,12,BAC LIEU,BAC LIEU
BAC LIEU,1998,2034,12,BAC LIEU,BAC LIEU
BAC LIEU,1999,349,12,BAC LIEU,BAC LIEU
BAC LIEU,2000,92,12,BAC LIEU,BAC LIEU
BAC LIEU,2001,353,12,BAC LIEU,BAC LIEU
BAC LIEU,2002,365,12,BAC LIEU,BAC LIEU
BAC LIEU,2003,1515,12,BAC LIEU,BAC LIEU
BAC LIEU,2004,2762,12,BAC LIEU,BAC LIEU
BAC LIEU,2005,1653,12,BAC LIEU,BAC LIEU
BAC LIEU,2006,3228,12,BAC LIEU,BAC LIEU
BAC LIEU,2007,1398,12,BAC LIEU,BAC LIEU
BAC LIEU,2008,4050,12,BAC LIEU,BAC LIEU
BAC LIEU,2009,1033,12,BAC LIEU,BAC LIEU
BAC LIEU,2010,1716,12,BAC LIEU,BAC LIEU
BAC NINH,1997,1,12,BAC NINH,BAC NINH
BAC NINH,1998,169,12,BAC NINH,BAC NINH
BAC NINH,1999,9,12,BAC NINH,BAC NINH
BAC NINH,2000,1,12,BAC NINH,BAC NINH
BAC NINH,2001,5,12,BAC NINH,BAC NINH
BAC NINH,2002,6,12,BAC NINH,BAC NINH
BAC NINH,2003,8,12,BAC NINH,BAC NINH
BAC NINH,2004,2,12,BAC NINH,BAC NINH
BAC NINH,2005,3,12,BAC NINH,BAC NINH
BAC NINH,2006,6,12,BAC NINH,BAC NINH
BAC NINH,2007,95,12,BAC NINH,BAC NINH
BAC NINH,2008,0,12,BAC NINH,BAC NINH
BAC NINH,2009,181,12,BAC NINH,BAC NINH
BAC NINH,2010,933,12,BAC NINH,BAC NINH
BEN TRE,1994,2010,9,BEN TRE,BEN TRE
BEN TRE,1995,7738,12,BEN TRE,BEN TRE
BEN TRE,1996,3448,12,BEN TRE,BEN TRE
BEN TRE,1997,5080,12,BEN TRE,BEN TRE
BEN TRE,1998,24562,12,BEN TRE,BEN TRE
BEN TRE,1999,1375,12,BEN TRE,BEN TRE
BEN TRE,2000,1285,12,BEN TRE,BEN TRE
BEN TRE,2001,3663,12,BEN TRE,BEN TRE
BEN TRE,2002,2959,12,BEN TRE,BEN TRE
BEN TRE,2003,2259,12,BEN TRE,BEN TRE
BEN TRE,2004,5768,12,BEN TRE,BEN TRE
BEN TRE,2005,3347,12,BEN TRE,BEN TRE
BEN TRE,2006,2644,12,BEN TRE,BEN TRE
BEN TRE,2007,6450,12,BEN TRE,BEN TRE
BEN TRE,2008,4680,12,BEN TRE,BEN TRE
BEN TRE,2009,4760,12,BEN TRE,BEN TRE
BEN TRE,2010,504,12,BEN TRE,BEN TRE
BINH DINH,1994,528,10,BINH DINH,BINH DINH
BINH DINH,1995,1935,12,BINH DINH,BINH DINH
BINH DINH,1996,2038,12,BINH DINH,BINH DINH
BINH DINH,1997,1572,12,BINH DINH,BINH DINH
BINH DINH,1998,5256,12,BINH DINH,BINH DINH
BINH DINH,1999,733,12,BINH DINH,BINH DINH
BINH DINH,2000,197,12,BINH DINH,BINH DINH
BINH DINH,2001,167,12,BINH DINH,BINH DINH
BINH DINH,2002,352,12,BINH DINH,BINH DINH
BINH DINH,2003,327,12,BINH DINH,BINH DINH
BINH DINH,2004,583,12,BINH DINH,BINH DINH
BINH DINH,2005,271,12,BINH DINH,BINH DINH
BINH DINH,2006,263,12,BINH DINH,BINH DINH
BINH DINH,2007,1155,12,BINH DINH,BINH DINH
BINH DINH,2008,618,12,BINH DINH,BINH DINH
BINH DINH,2009,1130,12,BINH DINH,BINH DINH
BINH DINH,2010,3934,12,BINH DINH,BINH DINH
BINH DUONG,1994,2201,11,BINH DUONG,BINH DUONG
BINH DUONG,1995,4463,12,BINH DUONG,BINH DUONG
BINH DUONG,1996,2538,12,BINH DUONG,BINH DUONG
BINH DUONG,1997,1652,12,BINH DUONG,BINH DUONG
BINH DUONG,1998,3551,12,BINH DUONG,BINH DUONG
BINH DUONG,1999,942,12,BINH DUONG,BINH DUONG
BINH DUONG,2000,632,12,BINH DUONG,BINH DUONG
BINH DUONG,2001,338,12,BINH DUONG,BINH DUONG
BINH DUONG,2002,1284,12,BINH DUONG,BINH DUONG
BINH DUONG,2003,1251,12,BINH DUONG,BINH DUONG
BINH DUONG,2004,659,12,BINH DUONG,BINH DUONG
BINH DUONG,2005,727,12,BINH DUONG,BINH DUONG
BINH DUONG,2006,1535,12,BINH DUONG,BINH DUONG
BINH DUONG,2007,1715,12,BINH DUONG,BINH DUONG
BINH DUONG,2008,5242,12,BINH DUONG,BINH DUONG
BINH DUONG,2009,2099,12,BINH DUONG,BINH DUONG
BINH DUONG,2010,3083,12,BINH DUONG,BINH DUONG
BINH PHUOC,1997,2858,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,1998,5230,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,1999,682,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2000,834,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2001,561,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2002,1647,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2003,1482,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2004,1268,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2005,550,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2006,1806,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2007,1049,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2008,3976,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2009,2097,12,BINH PHUOC,BINH PHUOC
BINH PHUOC,2010,1019,12,BINH PHUOC,BINH PHUOC
BINH THUAN,1994,7103,9,BINH THUAN,BINH THUAN
BINH THUAN,1995,7393,12,BINH THUAN,BINH THUAN
BINH THUAN,1996,13560,11,BINH THUAN,BINH THUAN
BINH THUAN,1997,6826,12,BINH THUAN,BINH THUAN
BINH THUAN,1998,9877,12,BINH THUAN,BINH THUAN
BINH THUAN,1999,3419,12,BINH THUAN,BINH THUAN
BINH THUAN,2000,2166,12,BINH THUAN,BINH THUAN
BINH THUAN,2001,3590,12,BINH THUAN,BINH THUAN
BINH THUAN,2002,926,12,BINH THUAN,BINH THUAN
BINH THUAN,2003,523,12,BINH THUAN,BINH THUAN
BINH THUAN,2004,1655,12,BINH THUAN,BINH THUAN
BINH THUAN,2005,2602,12,BINH THUAN,BINH THUAN
BINH THUAN,2006,434,12,BINH THUAN,BINH THUAN
BINH THUAN,2007,3349,12,BINH THUAN,BINH THUAN
BINH THUAN,2008,1456,12,BINH THUAN,BINH THUAN
BINH THUAN,2009,1110,12,BINH THUAN,BINH THUAN
BINH THUAN,2010,2217,12,BINH THUAN,BINH THUAN
CA MAU,1994,5068,11,CA MAU,CA MAU
CA MAU,1995,6808,12,CA MAU,CA MAU
CA MAU,1996,6612,11,CA MAU,CA MAU
CA MAU,1997,8446,12,CA MAU,CA MAU
CA MAU,1998,3312,12,CA MAU,CA MAU
CA MAU,1999,1674,12,CA MAU,CA MAU
CA MAU,2000,1022,12,CA MAU,CA MAU
CA MAU,2001,749,12,CA MAU,CA MAU
CA MAU,2002,245,12,CA MAU,CA MAU
CA MAU,2003,950,12,CA MAU,CA MAU
CA MAU,2004,4222,12,CA MAU,CA MAU
CA MAU,2005,1393,12,CA MAU,CA MAU
CA MAU,2006,2725,12,CA MAU,CA MAU
CA MAU,2007,1578,12,CA MAU,CA MAU
CA MAU,2008,8284,12,CA MAU,CA MAU
CA MAU,2009,924,12,CA MAU,CA MAU
CA MAU,2010,14012,12,CA MAU,CA MAU
CAN THO CITY,1994,1030,11,CAN THO CITY,CAN THO
CAN THO CITY,1995,604,12,CAN THO CITY,CAN THO
CAN THO CITY,1996,1498,12,CAN THO CITY,CAN THO
CAN THO CITY,1997,5945,12,CAN THO CITY,CAN THO
CAN THO CITY,1998,3491,12,CAN THO CITY,CAN THO
CAN THO CITY,1999,1847,12,CAN THO CITY,CAN THO
CAN THO CITY,2000,600,12,CAN THO CITY,CAN THO
CAN THO CITY,2001,555,12,CAN THO CITY,CAN THO
CAN THO CITY,2002,282,12,CAN THO CITY,CAN THO
CAN THO CITY,2003,1375,12,CAN THO CITY,CAN THO
CAN THO CITY,2004,2477,12,CAN THO CITY,CAN THO
CAN THO CITY,2005,1642,12,CAN THO CITY,CAN THO
CAN THO CITY,2006,1464,12,CAN THO CITY,CAN THO
CAN THO CITY,2007,1611,12,CAN THO CITY,CAN THO
CAN THO CITY,2008,1263,12,CAN THO CITY,CAN THO
CAN THO CITY,2009,1357,12,CAN THO CITY,CAN THO
CAN THO CITY,2010,1819,12,CAN THO CITY,CAN THO
CAO BANG,1994,0,8,CAO BANG,CAO BANG
CAO BANG,1995,3,12,CAO BANG,CAO BANG
CAO BANG,1996,0,12,CAO BANG,CAO BANG
CAO BANG,1997,0,12,CAO BANG,CAO BANG
CAO BANG,1998,6,12,CAO BANG,CAO BANG
CAO BANG,1999,26,12,CAO BANG,CAO BANG
CAO BANG,2000,0,12,CAO BANG,CAO BANG
CAO BANG,2001,0,12,CAO BANG,CAO BANG
CAO BANG,2002,4,12,CAO BANG,CAO BANG
CAO BANG,2003,0,12,CAO BANG,CAO BANG
CAO BANG,2004,0,12,CAO BANG,CAO BANG
CAO BANG,2005,0,12,CAO BANG,CAO BANG
CAO BANG,2006,0,12,CAO BANG,CAO BANG
CAO BANG,2007,0,12,CAO BANG,CAO BANG
CAO BANG,2008,0,12,CAO BANG,CAO BANG
CAO BANG,2009,0,12,CAO BANG,CAO BANG
CAO BANG,2010,0,12,CAO BANG,CAO BANG
DA NANG CITY,1997,2095,12,DA NANG CITY,DA NANG
DA NANG CITY,1998,3986,12,DA NANG CITY,DA NANG
DA NANG CITY,1999,220,12,DA NANG CITY,DA NANG
DA NANG CITY,2000,5,12,DA NANG CITY,DA NANG
DA NANG CITY,2001,141,12,DA NANG CITY,DA NANG
DA NANG CITY,2002,667,12,DA NANG CITY,DA NANG
DA NANG CITY,2003,976,12,DA NANG CITY,DA NANG
DA NANG CITY,2004,625,12,DA NANG CITY,DA NANG
DA NANG CITY,2005,68,12,DA NANG CITY,DA NANG
DA NANG CITY,2006,558,12,DA NANG CITY,DA NANG
DA NANG CITY,2007,668,12,DA NANG CITY,DA NANG
DA NANG CITY,2008,647,12,DA NANG CITY,DA NANG
DA NANG CITY,2009,1662,12,DA NANG CITY,DA NANG
DA NANG CITY,2010,4464,12,DA NANG CITY,DA NANG
DAK LAK,1994,249,10,DAK LAK,DAK LAK
DAK LAK,1995,2060,12,DAK LAK,DAK LAK
DAK LAK,1996,1169,12,DAK LAK,DAK LAK
DAK LAK,1997,1011,12,DAK LAK,DAK LAK
DAK LAK,1998,9377,12,DAK LAK,DAK LAK
DAK LAK,1999,489,12,DAK LAK,DAK LAK
DAK LAK,2000,256,12,DAK LAK,DAK LAK
DAK LAK,2001,578,12,DAK LAK,DAK LAK
DAK LAK,2002,714,12,DAK LAK,DAK LAK
DAK LAK,2003,665,12,DAK LAK,DAK LAK
DAK LAK,2004,2483,12,DAK LAK,DAK LAK
DAK LAK,2005,297,12,DAK LAK,DAK LAK
DAK LAK,2006,128,12,DAK LAK,DAK LAK
DAK LAK,2007,156,12,DAK LAK,DAK LAK
DAK LAK,2008,417,12,DAK LAK,DAK LAK
DAK LAK,2009,771,12,DAK LAK,DAK LAK
DAK LAK,2010,6443,12,DAK LAK,DAK LAK
DAK NONG,2004,1419,12,DAK NONG,DAK NONG
DAK NONG,2005,67,12,DAK NONG,DAK NONG
DAK NONG,2006,116,12,DAK NONG,DAK NONG
DAK NONG,2007,203,12,DAK NONG,DAK NONG
DAK NONG,2008,87,12,DAK NONG,DAK NONG
DAK NONG,2009,259,12,DAK NONG,DAK NONG
DAK NONG,2010,2216,12,DAK NONG,DAK NONG
DIEN BIEN,2004,0,12,DIEN BIEN,DIEN BIEN
DIEN BIEN,2005,5,12,DIEN BIEN,DIEN BIEN
DIEN BIEN,2006,0,12,DIEN BIEN,DIEN BIEN
DIEN BIEN,2007,0,12,DIEN BIEN,DIEN BIEN
DIEN BIEN,2008,0,12,DIEN BIEN,DIEN BIEN
DIEN BIEN,2009,0,12,DIEN BIEN,DIEN BIEN
DIEN BIEN,2010,0,12,DIEN BIEN,DIEN BIEN
DONG NAI,1994,1450,11,DONG NAI,DONG NAI
DONG NAI,1995,5965,12,DONG NAI,DONG NAI
DONG NAI,1996,3840,12,DONG NAI,DONG NAI
DONG NAI,1997,3685,12,DONG NAI,DONG NAI
DONG NAI,1998,10753,12,DONG NAI,DONG NAI
DONG NAI,1999,726,12,DONG NAI,DONG NAI
